Starting new session  2018-01-02T23:10:01.220081
 d= 95
 K= 6
 num_batches= 54
 C= 14
 lambd= 0.01459889610771094
 max_epochs= 2
 max_iterations= 108
Number of words =  26784
Number of entities =  38696
Number of relations =  11
num_words_per_entity =  9
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29187)
train data batch shape= (4, 29223)


  num_iter train_cost train_accu  dev_cost    dev_accu regulariza
        61  3.101e+04     0.5548                        4.823e+03
        62  3.048e+04     0.5662                        4.823e+03
        63  3.114e+04     0.5549                        4.823e+03
        64   3.06e+04     0.5641                        4.823e+03
        65  3.037e+04     0.5631                        4.823e+03
        66  3.133e+04     0.5476                        4.823e+03
        67  3.074e+04     0.5591                        4.823e+03
        68  3.054e+04     0.5681                        4.823e+03
        69  3.108e+04     0.5562                        4.823e+03
        70  3.063e+04     0.5608                        4.823e+03
        71   3.09e+04     0.5583                        4.823e+03
        72  3.062e+04     0.5693                        4.823e+03
        73    3.1e+04     0.5525                        4.823e+03
        74  3.047e+04     0.5629                        4.823e+03
        75  3.026e+04     0.5687                        4.823e+03
        76  3.047e+04     0.5618                        4.823e+03
        77  3.053e+04      0.562                        4.823e+03
        78  3.114e+04     0.5498                        4.823e+03
        79  3.138e+04     0.5496                        4.823e+03
        80  3.042e+04     0.5515                        4.823e+03
        81  3.089e+04     0.5527                        4.823e+03
        82  3.038e+04     0.5647                        4.823e+03
        83  3.013e+04     0.5664                        4.823e+03
        84  3.105e+04     0.5515                        4.823e+03
        85  3.054e+04     0.5536                        4.823e+03
        86  3.157e+04     0.5441                        4.823e+03
        87  3.065e+04     0.5536                        4.823e+03
        88  3.033e+04     0.5666                        4.823e+03
        89  3.052e+04     0.5626                        4.823e+03
        90  3.113e+04     0.5472                        4.823e+03
        91  3.027e+04     0.5689                        4.823e+03
        92   3.09e+04     0.5622                        4.823e+03
        93  3.076e+04     0.5588                        4.823e+03
        94  3.051e+04     0.5699                        4.823e+03
        95  3.018e+04     0.5717                        4.823e+03
        96  3.028e+04     0.5663                        4.823e+03
        97  3.024e+04     0.5666                        4.823e+03
        98  2.993e+04      0.568                        4.823e+03
        99   3.02e+04     0.5661                        4.823e+03
       100  3.013e+04      0.554                        4.823e+03
       101  3.118e+04     0.5532                        4.823e+03
       102  3.101e+04     0.5565                        4.823e+03
       103   3.14e+04     0.5451                        4.823e+03
       104  3.044e+04     0.5625                        4.823e+03
       105  3.051e+04     0.5632                        4.823e+03
       106  3.149e+04     0.5414                        4.823e+03
       107  3.203e+04     0.5382  6.987e+03     0.5747  4.823e+03
       107  3.203e+04     0.5382                        4.823e+03
final_accuracy=0.5757
Ending session  2018-01-02T23:41:07.781132
Elapsed time  1866.561051
